date,close,open,high,low,volume
2024-01-02,1578.622,1608.612,1611.802,1571.712,32156
2024-01-03,1587.6119999999999,1574.7219999999998,1588.8319999999999,1569.9419999999998,20229
2024-01-04,1562.6119999999999,1586.6119999999999,1586.6119999999999,1556.542,21551
2024-01-05,1556.972,1554.942,1572.272,1545.722,20243
2024-01-08,1537.6019999999999,1554.6119999999999,1555.6119999999999,1533.6219999999998,25586
2024-01-09,1534.6119999999999,1534.6219999999998,1545.9319999999998,1528.6819999999998,24412
2024-01-10,1535.1119999999999,1534.7119999999998,1553.072,1531.6119999999999,17351
2024-01-11,1540.1819999999998,1533.7119999999998,1551.552,1531.6719999999998,16441
2024-01-12,1536.672,1533.5819999999999,1544.8719999999998,1533.012,11603
2024-01-15,1533.6119999999999,1528.6119999999999,1548.5819999999999,1528.062,17854
2024-01-16,1533.042,1532.1119999999999,1540.6119999999999,1518.552,25903
2024-01-17,1470.6119999999999,1523.6119999999999,1529.0919999999999,1470.6119999999999,51633
2024-01-18,1504.4819999999997,1467.6119999999999,1506.4119999999998,1449.1619999999998,60440
2024-01-19,1528.6119999999999,1502.482,1531.622,1494.492,46378
2024-01-22,1535.6119999999999,1522.6119999999999,1536.6119999999999,1512.492,46946
2024-01-23,1512.6119999999999,1525.6219999999998,1533.562,1502.6119999999999,34835
2024-01-24,1519.6119999999999,1522.6119999999999,1527.4519999999998,1497.1719999999998,33216
2024-01-25,1531.6119999999999,1520.4319999999998,1534.6119999999999,1515.6119999999999,31206
2024-01-26,1530.9319999999998,1523.9719999999998,1537.7119999999998,1516.6119999999999,26955
2024-01-29,1543.6119999999999,1533.9119999999998,1554.1919999999998,1533.9019999999998,31421
2024-01-30,1506.6119999999999,1543.5919999999999,1543.5919999999999,1503.6119999999999,30866
2024-01-31,1498.522,1506.6119999999999,1513.5819999999999,1491.742,29649
2024-02-01,1503.6419999999998,1499.1119999999999,1517.502,1494.6119999999999,26485
2024-02-02,1489.6119999999999,1508.6119999999999,1521.3919999999998,1474.6119999999999,39382
2024-02-05,1523.6219999999998,1489.6119999999999,1531.052,1488.8619999999999,53130
2024-02-06,1569.612,1523.622,1579.092,1519.712,52472
2024-02-07,1604.602,1574.642,1608.202,1555.222,52601
2024-02-08,1599.6119999999999,1613.6219999999998,1618.6119999999999,1578.6119999999999,46757
2024-02-19,1589.042,1631.4819999999997,1631.542,1581.6119999999999,36977
2024-02-20,1563.6119999999999,1590.9719999999998,1590.9719999999998,1550.1719999999998,34470
2024-02-21,1611.272,1559.6319999999998,1624.6119999999999,1555.6119999999999,46154
2024-02-22,1611.9919999999997,1601.1119999999999,1616.6219999999998,1594.1419999999998,22794
2024-02-23,1607.7019999999998,1604.7219999999998,1617.9919999999997,1593.6319999999998,27306
2024-02-26,1588.5919999999999,1601.6119999999999,1602.3519999999999,1578.6319999999998,27318
2024-02-27,1583.1119999999999,1576.6119999999999,1586.532,1571.6119999999999,22080
2024-02-28,1575.1619999999998,1582.532,1590.1819999999998,1567.6219999999998,31867
2024-02-29,1588.6119999999999,1575.1619999999998,1590.1119999999999,1572.812,24758
2024-03-01,1578.672,1583.6119999999999,1588.5819999999999,1570.292,26868
2024-03-04,1569.9119999999998,1572.6119999999999,1574.6019999999999,1563.6619999999998,26485
2024-03-05,1588.712,1564.422,1590.6119999999999,1560.292,36238
2024-03-06,1574.1619999999998,1584.6119999999999,1588.6119999999999,1571.6319999999998,22142
2024-03-07,1577.242,1573.6119999999999,1583.4119999999998,1571.6119999999999,21599
2024-03-08,1565.042,1574.1719999999998,1580.292,1563.6619999999998,22156
2024-03-11,1588.1019999999999,1568.6119999999999,1592.492,1566.792,29895
2024-03-12,1638.6119999999999,1587.552,1642.7119999999998,1584.1119999999999,54227
2024-03-13,1621.062,1633.5819999999999,1641.612,1613.712,26500
2024-03-14,1610.242,1612.6119999999999,1628.4519999999998,1605.1119999999999,19405
2024-03-15,1611.1019999999999,1606.1119999999999,1626.012,1605.6119999999999,17834
2024-03-18,1601.8719999999998,1608.6119999999999,1613.4619999999998,1592.6119999999999,26055
2024-03-19,1601.632,1596.612,1613.552,1586.722,23948
2024-03-20,1603.2119999999998,1596.972,1607.292,1593.8419999999999,15249
2024-03-21,1602.6119999999999,1601.7119999999998,1612.6119999999999,1598.1119999999999,16596
2024-03-22,1594.9619999999998,1598.6419999999998,1602.6019999999999,1581.6119999999999,25456
2024-03-25,1582.6219999999998,1592.1519999999998,1592.3819999999998,1574.1919999999998,24473
2024-03-26,1602.9019999999998,1581.072,1606.4119999999998,1581.072,28069
2024-03-27,1594.6119999999999,1598.6119999999999,1605.6119999999999,1592.6119999999999,18113
2024-03-28,1595.252,1588.6119999999999,1611.6119999999999,1586.812,24642
2024-03-29,1596.512,1595.252,1604.602,1591.712,13457
2024-04-01,1614.942,1603.6019999999999,1627.6119999999999,1602.312,27131
2024-04-02,1607.6019999999999,1615.6119999999999,1618.6019999999999,1598.6619999999998,25449
2024-04-03,1608.7219999999998,1627.6119999999999,1633.052,1603.6319999999998,29046
2024-04-08,1560.272,1588.612,1589.612,1556.212,59167
2024-04-09,1555.8319999999999,1554.282,1566.6119999999999,1552.062,25590
2024-04-10,1541.5919999999999,1555.8819999999998,1558.6019999999999,1538.6119999999999,27631
2024-04-11,1541.6119999999999,1533.722,1543.6119999999999,1528.302,22766
2024-04-12,1527.6419999999998,1544.6119999999999,1557.6119999999999,1527.6419999999998,26744
2024-04-15,1566.5919999999999,1528.6219999999998,1569.222,1528.5919999999999,35818
2024-04-16,1563.6119999999999,1559.1019999999999,1573.1719999999998,1552.6119999999999,26266
2024-04-17,1560.6119999999999,1561.6119999999999,1568.812,1551.6119999999999,24819
2024-04-18,1564.3919999999998,1552.6219999999998,1576.5919999999999,1551.792,26568
2024-04-19,1540.2519999999997,1554.3919999999998,1562.1119999999999,1534.8919999999998,23500
2024-04-22,1568.6719999999998,1547.6119999999999,1572.492,1538.6119999999999,29951
2024-04-23,1585.8919999999998,1568.6119999999999,1588.6119999999999,1568.6119999999999,24980
2024-04-24,1587.2119999999998,1590.5919999999999,1593.5219999999997,1576.9419999999998,17086
2024-04-25,1586.6519999999998,1583.9419999999998,1589.2119999999998,1575.8619999999999,14476
2024-04-26,1603.042,1587.6119999999999,1607.6119999999999,1587.5919999999999,30996
2024-04-29,1597.6119999999999,1590.562,1621.6119999999999,1587.4319999999998,41332
2024-04-30,1598.6119999999999,1598.6219999999998,1623.492,1598.6119999999999,30760
2024-05-06,1653.812,1627.5819999999999,1658.6119999999999,1620.6119999999999,59909
2024-05-07,1663.6119999999999,1659.4019999999998,1671.4119999999998,1650.292,24925
2024-05-08,1657.5819999999999,1663.302,1663.5819999999999,1649.282,14769
2024-05-09,1649.6119999999999,1651.6119999999999,1658.5919999999999,1643.6119999999999,22387
2024-05-10,1632.5919999999999,1654.7119999999998,1661.492,1627.6019999999999,26207
2024-05-13,1599.6119999999999,1625.6319999999998,1626.272,1594.8319999999999,37662
2024-05-14,1595.5919999999999,1599.6019999999999,1606.8819999999998,1593.6219999999998,21274
2024-05-15,1593.612,1596.192,1601.612,1592.202,15739
2024-05-16,1598.1119999999999,1598.6119999999999,1603.492,1583.6119999999999,29680
2024-05-17,1608.6119999999999,1593.6219999999998,1610.1919999999998,1593.6119999999999,28924
2024-05-20,1602.612,1611.602,1626.602,1601.722,31426
2024-05-21,1598.6119999999999,1601.6119999999999,1603.3419999999999,1591.772,16293
2024-05-22,1591.322,1596.6119999999999,1603.572,1584.6119999999999,20286
2024-05-23,1585.6219999999998,1593.6119999999999,1599.9919999999997,1583.6919999999998,18885
2024-05-24,1570.6919999999998,1586.6119999999999,1588.6119999999999,1570.6119999999999,20217
2024-05-27,1563.7319999999997,1571.6119999999999,1581.062,1561.6219999999998,25098
2024-05-28,1558.252,1564.012,1568.782,1556.6119999999999,23521
2024-05-29,1567.6119999999999,1559.6119999999999,1573.6119999999999,1558.6119999999999,19651
2024-05-30,1542.6119999999999,1568.6119999999999,1568.992,1542.6119999999999,32208
2024-05-31,1542.062,1544.1119999999999,1557.1119999999999,1542.062,21857
2024-06-03,1533.002,1543.612,1544.532,1528.722,30261
2024-06-04,1546.812,1534.1119999999999,1549.6119999999999,1530.1619999999998,20841
2024-06-05,1537.6119999999999,1545.6119999999999,1552.292,1536.6419999999998,19056
2024-06-06,1533.422,1537.272,1545.6019999999999,1529.522,25610
2024-06-07,1512.792,1539.7419999999997,1539.792,1512.6219999999998,33525
2024-06-11,1462.6119999999999,1496.6019999999999,1498.6119999999999,1460.6119999999999,70247
2024-06-12,1465.292,1463.6119999999999,1483.6119999999999,1463.6119999999999,33171
2024-06-13,1448.6219999999998,1470.3819999999998,1470.502,1446.762,36186
2024-06-14,1448.6119999999999,1448.6119999999999,1457.572,1414.072,59514
2024-06-17,1435.1119999999999,1425.9019999999998,1442.3819999999998,1404.6219999999998,48318
2024-06-18,1415.1119999999999,1424.502,1448.1519999999998,1410.292,41258
2024-06-19,1425.488,1422.478,1428.488,1406.588,41262
2024-06-20,1424.5879999999997,1424.4879999999998,1440.4979999999998,1422.4879999999998,24711
2024-06-21,1395.4879999999998,1424.9879999999998,1429.4679999999998,1394.7079999999999,43320
2024-06-24,1401.0379999999998,1347.4879999999998,1413.4779999999998,1338.4979999999998,63840
2024-06-25,1411.138,1401.4879999999998,1427.4779999999998,1401.4879999999998,42098
2024-06-26,1413.7079999999999,1404.4879999999998,1425.5579999999998,1402.2879999999998,29570
2024-06-27,1414.9779999999998,1416.4879999999998,1418.4579999999999,1392.4879999999998,32822
2024-06-28,1391.878,1404.4879999999998,1418.9779999999998,1388.4879999999998,38582
2024-07-01,1364.868,1393.368,1397.4779999999998,1352.4879999999998,32161
2024-07-02,1415.1879999999999,1357.4879999999998,1422.4879999999998,1357.4879999999998,51853
2024-07-03,1424.4879999999998,1423.4879999999998,1437.4979999999998,1412.5079999999998,31573
2024-07-04,1410.2279999999998,1429.4879999999998,1436.4879999999998,1405.618,24380
2024-07-05,1377.4879999999998,1403.4879999999998,1417.668,1374.4879999999998,38829
2024-07-08,1344.4879999999998,1367.4879999999998,1382.258,1343.628,39527
2024-07-09,1362.518,1344.488,1379.378,1334.588,33621
2024-07-10,1362.0779999999997,1363.7379999999998,1390.368,1359.4879999999998,23763
2024-07-11,1386.578,1374.4579999999999,1393.4879999999998,1364.6979999999999,29020
